ID,Cod_Esp_Gen,STRAP,STRAP_syn,nom,auteur,statut,detail,nom_FR,nom_EN,Ref,STRAP_prev,IML Collection,Maritimes,NAFO,NAFO _sp. pr._,COSTACA,NMFS,Plancton,TSN,AphiaID,ScientificName,Authority,Match type,Taxon status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,Actions,CaRMS,OBIS,Brunel,IML,null_COBI,pas_en_GSL,GSLMF
79,1680,5494,,Lumbrineris fragilis,"(O.F. Müller, 1766)",non-valide,,polychète (Lumbrineris fragilis),seaworm (Lumbrineris fragilis),WoRMS,,052_19701,3122,,,,,,66338,152285,Lumbrineris fragilis,"(O.F. Müller, 1776)",exact,unaccepted,130261,Scoletoma fragilis,"(O.F. Müller, 1776)",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,fragilis,,1,0,0,,1,1,1,1,,,
80,,,,Lumbrineris impatiens,,,,,,,,,,,,,,,66354,157477,Lumbrineris impatiens,"Claparède, 1868",exact,unaccepted,130263,Scoletoma impatiens,,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,impatiens,,,,,,1,1,,,,,
81,,5492,,Lumbrineris latreilli,"Andouin & H. Milne Edwards, 1834",,,polychète (Lumbrineris latreilli),seaworm (Lumbrineris latreilli),BBL,,052_19702,3123,,,,,,66341,130248,Lumbrineris latreilli,"Audouin & Milne Edwards, 1834",exact,accepted,130248,Lumbrineris latreilli,"Audouin & Milne Edwards, 1834",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,latreilli,,1,0,0,,1,1,1,1,,,1
82,,,,Lumbrineris minuta,,,,,,,,,,,,,,,66370,254624,Lumbrineris minuta,"(Théel, 1879)",exact,accepted,254624,Lumbrineris minuta,,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,minuta,,1,0,0,,1,1,,,,,1
83,,,,Lumbrineris tenuis,,non-valide,,,,,,,,,,,,,,157479,Lumbrineris tenuis,"Verrill, 1873",exact,unaccepted,382375,Scoletoma tenuis,"(Verrill, 1873)",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,tenuis,,,,,,1,1,1,,,,
84,,,,Lumbrineris tetraura,"(Schmarda, 1861)",,,polychète (Lumbrineris tetraura),seaworm (Lumbrineris tetraura),WoRMS,,,,,,,,,66357,152293,Lumbrineris tetraura,"(Schmarda, 1861)",exact,unaccepted,130265,Scoletoma tetraura,"(Schmarda, 1861)",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,tetraura,,1,0,0,,,,,,1,,
85,,5491,,Lumbrineris,"de Blainville, 1828",,,polychète (Lumbrineris sp.),seaworm (Lumbrineris sp.),FA,,052_19700,3103,,,,,,621136,129337,Lumbrineris,"Blainville, 1828",exact,accepted,129337,Lumbrineris,"Blainville, 1828",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,,,1,0,0,,,,,,1,,
86,,,,Ninoe nigripes,"Verrill, 1873",,,polychète (Ninoe nigripes),seaworm (Ninoe nigripes),BBL,,052B_24701,3119,,,,,,66405,130255,Ninoe nigripes,"Verrill, 1873",exact,accepted,130255,Ninoe nigripes,"Verrill, 1873",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe,,nigripes,,1,0,0,,1,,1,1,,,1
87,,,,Ninoe,"Kinberg, 1865",,,polychète (Ninoe sp.),seaworm (Ninoe sp.),FA,,,,,,,,,66401,129338,Ninoe,"Kinberg, 1865",exact,accepted,129338,Ninoe,"Kinberg, 1865",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Ninoe,,,,1,0,0,,,,,,1,,
88,,,,Paraninoe minuta,"(Théel, 1879)",,,polychète (Paraninoe minuta),seaworm (Paraninoe minuta),BBL,,,,,,,,,,130258,Paraninoe minuta,"(Théel, 1879)",exact,accepted,130258,Paraninoe minuta,"(Théel, 1879)",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Paraninoe,,minuta,,1,,,,,,1,1,,,1
89,,,,Paraninoe,,,,polychète (Paraninoe sp.),seaworm (Paraninoe sp.),FA,,,,,,,,,,129339,Paraninoe,"Levenstein, 1977",exact,accepted,129339,Paraninoe,"Levenstein, 1977",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Paraninoe,,,,1,0,0,,,,,,1,,
90,,,,Scoletoma tenuis,"Verrill, 1873",,,polychète (Scoletoma tenuis),seaworm (Scoletoma tenuis),WoRMS,,052_19703,3118,,,,,,,382375,Scoletoma tenuis,"(Verrill, 1873)",exact,accepted,382375,Scoletoma tenuis,"(Verrill, 1873)",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,,tenuis,,1,0,0,,,,,,1,,1
91,,,,Scoletoma tetraura,,,,,,,,,,,,,,,,130265,Scoletoma tetraura,"(Schmarda, 1861)",exact,accepted,130265,Scoletoma tetraura,"(Schmarda, 1861)",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma,,tetraura,,1,0,0,,1,,1,,,,1
92,,,,Scoletoma,"de Blainville, 1828",,,polychète (Scoletoma sp.),seaworm (Scoletoma sp.),FA,,,,,,,,,182724,129340,Scoletoma,"Blainville, 1828",exact,accepted,129340,Scoletoma,"Blainville, 1828",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma,,,,1,0,0,,,,,,1,,
93,,5490,,Lumbrineridae,"Schmarda, 1861",,,polychète (Lumbrineridae),seaworm (Lumbrineridae),WoRMS,,052_00000,3117,,,,,,66335,967,Lumbrineridae,"Schmarda, 1861",exact,accepted,967,Lumbrineridae,"Schmarda, 1861",Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,,,,,1,0,0,,,,,,1,,
94,,,,Arabella iricolor,"(Montagu, 1804)",,,polychète (Arabella iricolor),opal worm,BBL,,,3116,,,,,,66441,129854,Arabella iricolor,"(Montagu, 1804)",exact,accepted,129854,Arabella iricolor,"(Montagu, 1804)",Animalia,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella,Arabella,iricolor,,1,0,0,,1,,1,1,,,1
95,,5509,,Arabella,"Grube, 1850",,,polychète (Arabella sp.),opal worm (Arabella sp.),FA,,,3188,,,,,,66440,129199,Arabella,"Grube, 1850",exact,accepted,129199,Arabella,"Grube, 1850",Animalia,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella,,,,1,0,0,,,,,,1,,
96,384,5513,,Drilonereis magna,"Webster & Benedict, 1887",,,polychète (Drilonereis magna),thread worm (Drilonereis magna),FA,5032,,3108,,,,,,66431,157358,Drilonereis magna,"Webster & Benedict, 1887",exact,accepted,157358,Drilonereis magna,"Webster & Benedict, 1887",Animalia,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis,,magna,,1,0,0,,1,,1,1,,,1
97,,,,Drilonereis,"Claparède, 1870",,,polychète (Drilonereis sp.),thread worm (Drilonereis sp.),FA,,052B_09400,,,,,,,66423,129200,Drilonereis,"Claparède, 1870",exact,accepted,129200,Drilonereis,"Claparède, 1870",Animalia,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis,,,,1,0,0,,,,,,1,,
98,383,5508,,Oenonidae,"Kinberg, 1865",,,polychète (Oenonidae),thread worm,ITIS,5030,,3107,,,,,,555681,22610,Oenonidae,"Kinberg, 1865",exact,accepted,22610,Oenonidae,"Kinberg, 1865",Animalia,Annelida,Polychaeta,Eunicida,Oenonidae,,,,,1,0,0,,,,,,1,,
99,,,,Hyalinoecia artifex,,,,,,,,,,,,,,,66214,173763,Hyalinoecia artifex,"Verrill, 1880",exact,accepted,173763,Hyalinoecia artifex,"Verrill, 1880",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia,,artifex,,1,0,0,,1,,,,,,1
100,1678,5462,,Hyalinoecia tubicola,"(O.F. Müller, 1776)",,,polychète (Hyalinoecia tubicola),seaworm (Hyalinoecia tubicola),BBL,,,,,,,,,66213,130464,Hyalinoecia tubicola,"(O.F. Müller, 1776)",exact,accepted,130464,Hyalinoecia tubicola,"(O.F. Müller, 1776)",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia,,tubicola,,1,0,0,,,,1,1,,,1
101,,,,Hyalinoecia,"Malmgren, 1867",,,polychète (Hyalinoecia sp.),seaworm (Hyalinoecia sp.),FA,,,,,,,,,66212,129400,Hyalinoecia,"Malmgren, 1867",exact,accepted,129400,Hyalinoecia,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia,,,,1,0,0,,,,,,1,,
102,2168,5475,,Nothria conchylega,"Audouin & H. Milne Edwards, 1833",,,polychète (Nothria conchylega),seaworm (Nothria conchylega),FA,,052_24801,3166,,,,,,66190,130467,Nothria conchylega,"(Sars, 1835)",exact,accepted,130467,Nothria conchylega,"(Sars, 1835)",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Nothria,,conchylega,,1,0,0,,1,1,1,1,,,1
103,,,,Nothria,"Malmgren, 1867",,,polychète (Nothria sp.),seaworm (Nothria sp.),FA,,052B_24800,,,,,,,66189,129402,Nothria,"Malmgren, 1866",exact,accepted,129402,Nothria,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Nothria,,,,1,0,0,,,,,,1,,
104,,,,Onuphis eremita,,,,,,,,,,,,,,,66164,130470,Onuphis eremita,"Audouin & Milne Edwards, 1833",exact,accepted,130470,Onuphis eremita,"Audouin & Milne Edwards, 1833",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,,eremita,,1,0,0,,1,,,,,,1
105,1686,5476,,Onuphis opalina,"(Verrill, 1873)",,,polychète (Onuphis opalina),seaworm (Onuphis opalina),BBL,,052B_25803,,,,,,,66168,130473,Onuphis opalina,"(Verrill, 1873)",exact,accepted,130473,Onuphis opalina,"(Verrill, 1873)",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,,opalina,,1,0,0,,1,1,1,1,,,1
106,1692,5478,,Onuphis quadricuspis,"M. Sars, 1872",non-valide,,polychète (Onuphis quadricuspis),seaworm (Onuphis quadricuspis),WoRMS,,052B_25802,,,,,,,66170,152306,Onuphis quadricuspis,"M. Sars, 1872",exact,unaccepted,130480,Paradiopatra quadricuspis,"(M. Sars in G.O. Sars, 1872)",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,,quadricuspis,,1,0,0,,1,1,1,1,,,
107,,,,Onuphis,"Audouin & H. Milne Edwards, 1833",,,polychète (Onuphis sp.),seaworm (Onuphis sp.),FA,,052_25800,,,,,,,66158,129404,Onuphis,"Audouin & Milne Edwards, 1833",exact,accepted,129404,Onuphis,"Audouin & Milne Edwards, 1833",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,,,,1,0,0,,,,,,1,,
108,,,,Sarsonuphis quadricuspis,"(M. Sars, 1872)",non-valide,,polychète (Sarsonuphis quadricuspis),seaworm (Sarsonuphis quadricuspis),WoRMS,,,,,,,,,66252,157558,Sarsonuphis quadricuspis,"(M. Sars in G.O. Sars, 1872)",exact,unaccepted,130480,Paradiopatra quadricuspis,"(M. Sars in G.O. Sars, 1872)",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Sarsonuphis,,quadricuspis,,1,0,0,pour valider,,,,,1,,
109,,,,Sarsonuphis,"Faucharl, 1982",non-valide,,polychète (Sarsonuphis sp.),seaworm (Sarsonuphis sp.),FA,,,,,,,,,66247,157556,Sarsonuphis,"Fauchald, 1982",exact,unaccepted,129405,Paradiopatra,"Ehlers, 1887",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Sarsonuphis,,,,1,0,0,,,,,,1,,
110,,5460,,Onuphidae,"Kinberg, 1865",,,polychète (Onuphidae),seaworm (Onuphidae),FA,,052_00000,3460,,,,,,66157,965,Onuphidae,"Kinberg, 1865",exact,accepted,965,Onuphidae,"Kinberg, 1865",Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,,,,,1,0,0,,,,,,1,,
111,,5459,,Eunicida,,,,polychète (Eunicida),seaworm (Eunicida),ITIS,,,,,,,,,555675,895,Eunicida,,exact,accepted,895,Eunicida,,Animalia,Annelida,Polychaeta,Eunicida,,,,,,1,0,0,,,,,,1,,
112,,5556,,Orbiniida,,non-valide,,polychète (Orbiniida),seaworm (Orbiniida),FA,,,,,,,,,,884,Orbiniida,,exact,nomen dubium,884,Orbiniida,,Animalia,Annelida,Polychaeta,Orbiniida,,,,,,1,0,0,,,,,,1,,
113,,,,Aphrodita aculeata,"Linnaeus, 1761", ,,polychète (Aphrodita aculeata),sea mouse (Aphrodita aculeata),BBL,,,3211,,,,,,64366,129840,Aphrodita aculeata,"Linnaeus, 1758",exact,accepted,129840,Aphrodita aculeata,"Linnaeus, 1758",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,,aculeata,,1,0,0,,,,,,1,,
114,371,5002,,Aphrodita hastata,"Moore, 1905",,,souris de mer,sea mouse,WoRMS,,052_02601,,,,,,,64365,157181,Aphrodita hastata,"Moore, 1905",exact,accepted,157181,Aphrodita hastata,"Moore, 1905",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphroditella,,hastata,,1,0,0,,,,,,1,,1
115,,,,Aphrodita,"Linnaeus, 1758",,,polychète (Aphrodita sp.),sea mouse (Aphrodita sp.),FA,,,3212,,,,,,64360,129194,Aphrodita,"Linnaeus, 1758",exact,accepted,129194,Aphrodita,"Linnaeus, 1758",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphrodita,,,,1,0,0,,,,,,1,,
116,371,5002,,Aphroditella hastata,"(Moore, 1905)",non-valide,,souris de mer,sea mouse egg (Aphroditella hastata),WoRMS,4992,052_02601,3200,,,,,,,333005,Aphroditella hastata,"(Moore, 1905)",exact,unaccepted,157181,Aphrodita hastata,"Moore, 1905",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphroditella,,hastata,,1,0,0,,1,1,1,1,,,
117,371,5002,,Aphroditella hastata,"(Moore, 1905)",stade ontogénique,oeufs,polychète (Aphroditella hastata) oeuf,sea mouse egg (Aphroditella hastata),WoRMS,,052_02601,1420,,,,,,,333005,Aphroditella hastata,"(Moore, 1905)",exact,unaccepted,157181,Aphrodita hastata,"Moore, 1905",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Aphroditella,,hastata,,1,0,0,,1,1,1,1,,,
118,,,,Laetmonice armata,"Verrill, 1879",non-valide,, ,,WoRMS,,,,,,,,,,333745,Laetmonice armata,"Verrill, 1879",exact,unaccepted,333745,Laetmonice armata,"Verrill, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,,armata,,1,0,0,,1,,,,,,1
119,1679,5003,,Laetmonice filicornis,"Kinberg, 1955",,,polychète (Laetmonice filicornis),sea mouse (Laetmonice filicornis),BBL,,052B_17501,,,,,,,64380,129844,Laetmonice filicornis,"Kinberg, 1856",exact,accepted,129844,Laetmonice filicornis,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,,filicornis,,1,0,0,,1,1,1,1,,,1
120,,,,Laetmonice,"Kinberg, 1855",,,polychète (Laetmonice sp.),sea mouse (Laetmonice sp.),FA,,,,,,,,,64376,129196,Laetmonice,"Kinberg, 1856",exact,accepted,129196,Laetmonice,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,,,,1,0,0,,,,,,1,,
121,370,5000,,Aphroditidae,"Malmgren, 1867",,,polychète (Aphroditidae),sea mice,FA,4990,,3210,,,,,,64359,938,Aphroditidae,"Malmgren, 1867",exact,accepted,938,Aphroditidae,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Phyllodocida,Aphroditidae,,,,,1,0,0,,,,,,1,,
122,,,,Dysponetus pygmaeus,"Levinsen, 1879",,,polychète (Dysponetus pygmaeus),seaworm (Dysponetus pygmaeus),BBL,,052B_09501,,,,,,,65155,129932,Dysponetus pygmaeus,"Levinsen, 1879",exact,accepted,129932,Dysponetus pygmaeus,"Levinsen, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,pygmaeus,,1,0,0,,,,1,1,,,1
123,,,,Dysponetus,"Levinsen, 1879",,,polychète (Dysponetus sp.),seaworm (Dysponetus sp.),FA,,,,,,,,,65154,129236,Dysponetus,"Levinsen, 1879",exact,accepted,129236,Dysponetus,"Levinsen, 1879",Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,Dysponetus,,,,1,0,0,,,,,,1,,
124,,,,Chrysopetalidae,"Ehlers, 1864",,,polychète (Chrysopetalidae),seaworm (Chrysopetalidae),FA,,,,,,,,,65148,944,Chrysopetalidae,"Ehlers, 1864",exact,accepted,944,Chrysopetalidae,"Ehlers, 1864",Animalia,Annelida,Polychaeta,Phyllodocida,Chrysopetalidae,,,,,1,0,0,,,,,,1,,
125,,,,Glycera americana,"Leidy, 1855",,,polychète (Glycera americana),blood worm (Glycera americana),BBL,,,,,,,,,66106,157388,Glycera americana,"Leidy, 1855",exact,accepted,157388,Glycera americana,"Leidy, 1855",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,americana,,1,0,0,,1,1,1,1,,,1
126,377,5080,,Glycera capitata,"Örsted, 1843",,,polychète (Glycera capitata),blood worm (Glycera capitata),BBL,5012,052_13502,3551,,,,,,66103,130118,Glycera capitata,"Örsted, 1843",exact,accepted,130118,Glycera capitata,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,capitata,,1,0,0,,1,1,1,1,,,1
127,1673,5081,,Glycera dibranchiata,"Ehlers, 1868",,,polychète (Glycera dibranchiata),blood worm (Glycera dibranchiata),BBL,,052_13501,,,,,,,66107,157392,Glycera dibranchiata,"Ehlers, 1868",exact,accepted,157392,Glycera dibranchiata,"Ehlers, 1868",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,dibranchiata,,1,0,0,,1,1,1,1,,,1
128,,,,Glycera robusta,"Ehlers, 1868",,,polychète (Glycera robusta),blood worm (Glycera robusta),BBL,,052B_13503,,,,,,,66108,157394,Glycera robusta,"Ehlers, 1868",exact,accepted,157394,Glycera robusta,"Ehlers, 1868",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,robusta,,1,0,0,,1,1,1,1,,,1
129,376,5079,,Glycera,"Savigny, 1818",,,polychète (Glycera sp.),blood worm (Glycera sp.),FA,5011,,3550,,,,,,66102,129296,Glycera,"Lamarck, 1818",exact,accepted,129296,Glycera,"Lamarck, 1818",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,,,1,0,0,,,,,,1,,
130,375,5078,,Glyceridae,"Grube, 1850",,,polychète (Glyceridae),blood worm,FA,5010,052_13500,3230,,,,,,66101,952,Glyceridae,"Grube, 1850",exact,accepted,952,Glyceridae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,,,,,1,0,0,,,,,,1,,
131,,,,Eone gracilis,,non-valide,,,,,,,,,,,,,,155100,Eone gracilis,"Verrill, 1873",exact,unaccepted,130145,Goniadella gracilis,,Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Eone,,gracilis,,,,,,,1,1,,,,
132,380,5088,,Goniada maculata,"Örsted, 1843",,,polychète (Goniada maculata),chevron worm (Goniada maculata),BBL,5023,052_13801,3120,,,,,,66140,130140,Goniada maculata,"Örsted, 1843",exact,accepted,130140,Goniada maculata,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,,maculata,,1,0,0,,1,1,1,1,,,1
133,1674,5089,,Goniada norvegica,"Örsted, 1845",,,polychète (Goniada norvegica),seaworm (Goniada norvegica),BBL,,,3127,,,,,,66142,130141,Goniada norvegica,"Örsted, 1845",exact,accepted,130141,Goniada norvegica,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,,norvegica,,1,0,0,,,1,1,1,,,1
134,,5087,,Goniada,"Audouin & H. Milne Edwards, 1833",,,polychète (Goniada sp.),chevron worm (Goniada sp.),FA,,052_13800,3121,,,,,,66138,129300,Goniada,"Audouin & H Milne Edwards, 1833",exact,accepted,129300,Goniada,"Audouin & H Milne Edwards, 1833",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,,,,1,0,0,,,,,,1,,
135,,,,Goniadella gracilis,"(Verrill, 1873)",,,polychète (Goniadella gracilis),seaworm (Goniadella gracilis),BBL,,,,,,,,,66148,130145,Goniadella gracilis,"(Verrill, 1873)",exact,accepted,130145,Goniadella gracilis,"(Verrill, 1873)",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Eone,,gracilis,,1,0,0,,,,,,1,,1
136,,,,Goniadella,"Hartman, 1950",,,polychète (Goniadella sp.),seaworm (Goniadella sp.),FA,,,,,,,,,66147,129301,Goniadella,"Hartman, 1950",exact,accepted,129301,Goniadella,"Hartman, 1950",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniadella,,,,1,0,0,,,,,,1,,
137,378,5086,,Goniadidae,"Kinberg, 1866",,,polychète (Goniadidae),chevron worm,FA,5020,,3124,,,,,,66126,953,Goniadidae,"Kinberg, 1866",exact,accepted,953,Goniadidae,"Kinberg, 1866",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,,,,,1,0,0,,,,,,1,,
138,,,,Microphthalmus aberrans,"(Webster & Benedict, 1887)",,,polychète (Microphthalmus aberrans),seaworm (Microphthalmus aberrans),BBL,,052_22201,,,,,,,65478,130168,Microphthalmus aberrans,"(Webster & Benedict, 1887)",exact,accepted,130168,Microphthalmus aberrans,"(Webster & Benedict, 1887)",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Microphthalmus,,aberrans,,1,0,0,,1,1,1,1,,,1
139,,,,Microphthalmus,"Mecznikow, 1865",,,polychète (Microphthalmus sp.),seaworm (Microphthalmus sp.),FA,,052_22200,,,,,,,65476,129313,Microphthalmus,"Mecznikow, 1865",exact,accepted,129313,Microphthalmus,"Mecznikow, 1865",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Microphthalmus,,,,1,0,0,,,,,,1,,
140,,,,Nereimyra punctata,"(O.F. Müller, 1776)",,,polychète (Nereimyra punctata),seaworm (Nereimyra punctata),BBL,,052_24001,,,,,,,65484,130185,Nereimyra punctata,"(Müller, 1788)",exact,accepted,130185,Nereimyra punctata,"(Müller, 1788)",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Nereimyra,,punctata,,1,0,0,,1,1,1,1,,,1
141,,,,Nereimyra,"de Blainville, 1828",,,polychète (Nereimyra sp.),seaworm (Nereimyra sp.),FA,,,,,,,,,65481,129314,Nereimyra,"Blainville, 1828",exact,accepted,129314,Nereimyra,"Blainville, 1828",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Nereimyra,,,,1,0,0,,,,,,1,,
142,,,,Parahesione bruneli,"Pettibone, 1961",non-valide,,polychète (Parahesione bruneli),seaworm (Parahesione bruneli),BBL,,052B_27401,,,,,,,65494,157520,Parahesione bruneli,"Pettibone, 1961",exact,unaccepted,333519,Gyptis bruneli,"(Pettibone, 1961)",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Parahesione,,bruneli,,1,0,0,,1,1,1,1,,,
143,,,,Parahesione,"Pettibone, 1956",,,polychète (Parahesione sp.),seaworm (Parahesione sp.),FA,,052B_27400,,,,,,,65492,156854,Parahesione,"Pettibone, 1956",exact,accepted,156854,Parahesione,"Pettibone, 1956",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Parahesione,,,,1,0,0,,,,,,1,,
144,,5200,,Hesionidae,"Grube, 1850",,,polychète (Hesionidae),seaworm (Hesionidae),FA,,,3195,,,,,,65467,946,Hesionidae,"Grube, 1850",exact,accepted,946,Hesionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,,,1,0,0,,,,,,1,,
145,,5129,,Aglaophamus circinata,"(Verrill in Smith & Hayes, 1874)",,,polychète (Aglaophamus circinnata),red-lined worm (Aglaophamus circinnata),ITIS,,052B_00501,3181,,,,,,66053,157145,Aglaophamus circinata,"(Verrill in Smith & Harger, 1874)",exact,accepted,157145,Aglaophamus circinata,"(Verrill in Smith & Harger, 1874)",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,circinata,,1,,,,1,1,1,1,,,1
146,,,,Aglaophamus malmgreni,"(Théel, 1879)",,,polychète (Aglaophamus malmgreni),red-lined worm (Aglaophamus malmgreni),BBL,,052_00502,,,,,,,66048,130344,Aglaophamus malmgreni,"(Théel, 1879)",exact,accepted,130344,Aglaophamus malmgreni,"(Théel, 1879)",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,malmgreni,,1,0,0,,1,1,1,1,,,1
147,,,,Aglaophamus neotenus,,,,,,,,,,,,,,,66054,157146,Aglaophamus neotenus,"Noyes, 1980",exact,unaccepted,130349,Micronephthys neotena,"(Noyes, 1980)",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,neotenus,,,,,,1,1,1,,,,
148,,,,Aglaophamus,"Kinberg, 1866",,,polychète (Aglaophamus sp.),red-lined worm (Aglaophamus sp.),FA,,052_00500,,,,,,,66047,129366,Aglaophamus,"Kinberg, 1865",exact,accepted,129366,Aglaophamus,"Kinberg, 1865",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,,,1,0,0,,,,,,1,,
149,,,,Nephtys bucera,"Ehlers, 1868",,,polychète (Nephtys bucera),red-lined worm (Nephtys bucera),BBL,,052_23903,3182,,,,,,66027,157499,Nephtys bucera,"Ehlers, 1868",exact,accepted,157499,Nephtys bucera,"Ehlers, 1868",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,bucera,,1,0,0,,1,1,1,1,,,1
150,,5119,,Nephtys caeca,"(O. Fabricius, 1780)",,,polychète (Nephtys caeca),red-lined worm (Nephtys caeca),BBL,,052_23901,3184,,,,,,66014,130355,Nephtys caeca,"(Fabricius, 1780)",exact,accepted,130355,Nephtys caeca,"(Fabricius, 1780)",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,caeca,,1,0,0,,1,1,1,1,,,1
151,,,,Nephtys ciliata,"(O.F. Müller, 1776)",,,polychète (Nephtys ciliata),red-lined worm (Nephtys ciliata),BBL,,052_23904,,,,,,,66013,130356,Nephtys ciliata,"(Müller, 1788)",exact,accepted,130356,Nephtys ciliata,"(Müller, 1788)",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,ciliata,,1,0,0,,1,1,1,1,,,1
152,,,,Nephtys discors,"Ehlers, 1868",,,polychète (Nephtys discors),red-lined worm (Nephtys discors),BBL,,052_23902,,,,,,,66021,157500,Nephtys discors,"Ehlers, 1868",exact,accepted,157500,Nephtys discors,"Ehlers, 1868",Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,,discors,,1,0,0,,1,,1,1,,,1
